ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,ProductName,Category,Subcategory,Price,DatePurchase,Quantity,Rating,Comment
193,John Brown,79,F,Smithmouth,Denmark,2244893856359849,6718 James Creek Apt. 731; South Javierton; MH 68449,2022-12-15,2022-12-18,Churned,13,High Value,Thomasbury,Paid Ads,2023-01-13,Yearly,TablePlus,Furniture,Table,355,2022-03-02,-2,2,Born modern kitchen court.
1327,David Shepherd,48,M,Myerstown,Belarus,2605633494843785,1392 Griffin Lane Apt. 633; Collinsport; HI 42819,2022-02-06,2023-07-18,Active,8,Frequent Shopper,Carrillobury,Referral,2023-08-16,Yearly,MegaPhone,Electronics,Phone,-8,2023-02-10,-3,6,Put growth until fact this clearly.
1361,Nathan Zamora,150,F,Knightside,Switzerland,5450092549609122,59536 Smith Mills Apt. 305; Louishaven; NE 01154,2023-02-24,2023-08-21,Active,3,Occasional Shopper,East Bruce,Paid Ads,2023-08-21,Monthly,ShirtFits,Clothing,Shirt,-34,2023-04-12,7,2,Continue without anything minute suffer.
945,Adrian Reese,60,M,Port Kiaraland,Oman,2224138878616501,67093 Randall Port; Huntburgh; CA 33746,2023-04-29,2023-06-13,Active,2,Occasional Shopper,West Dustinland,Referral,2023-08-18,Yearly,FreshSnacks,Grocery,Snacks,-78,2022-07-09,7,2,Method standard court successful watch tough truth.
1360,Alexis Pena,49,M,North Davidburgh,Mismatched Country,2363580288034729,0295 Trevor Gardens; East Becky; PW 15138,2023-07-25,2023-08-08,Active,13,High Value,Brendatown,Paid Ads,2023-08-10,Monthly,,Furniture,Table,232,2020-11-17,-2,3,After major capital never edge forward.
169,Caitlin Atkinson,-5,M,New Andrew,Cape Verde,2708903348445632,69799 Shaun Village Suite 781; Cherylchester; MT 89062,2022-05-02,2023-05-21,Churned,7,Frequent Shopper,South Josephberg,Referral,2023-06-12,Yearly,LaptopMaster,Electronics,Laptop,170,2022-09-28,10,-1,Indicate woman camera hear.
167,Daniel Trujillo,-1,F,South Joshua,North Macedonia,2642344781329174,60544 Schroeder Spurs Apt. 652; South Preston; FM 34986,2023-06-23,2023-07-30,Active,13,High Value,Port Ryanstad,Organic Search,2023-08-18,Monthly,PantsFits,Clothing,Pants,239,2022-08-01,-5,2,Truth military prevent.
652,Shelby Wiley,81,M,New Henryview,Holy See (Vatican City State),5413729806054288,223 Green Burgs Apt. 641; New Brianburgh; KS 79229,2022-10-21,2022-11-15,Churned,6,Frequent Shopper,Stewartside,Organic Search,2023-04-15,Yearly,ComfortTable,Furniture,Table,-78,2022-07-27,0,4,Skin ground throughout.
173,Shawn Spencer,150,F,North Cristianland,Zimbabwe,2720915926272893,5195 Long Trafficway Apt. 813; Meganton; ND 39958,2023-08-25,2023-08-25,Active,1,Occasional Shopper,Edwardsland,Paid Ads,2023-08-25,Monthly,FreshVegetables,Grocery,Vegetables,-1,2023-01-15,-2,5,Call unit space.
518,Mason Kim,150,M,Port Kathleenville,Thailand,5186942370115832,215 Smith Overpass Apt. 248; Port Jamieton; DE 21960,2023-02-23,2023-08-01,Active,13,High Value,West Patrick,Organic Search,2023-08-20,Monthly,The Art of Educational,Books,Educational,531,2021-09-22,5,0,Call then weight water.
1213,Peter Mendez,150,M,South Joshuachester,Dominica,2284992740521902,122 Eric Walk Suite 819; Harrisonchester; UT 40786,2022-05-12,2023-04-20,Churned,5,Occasional Shopper,South Julieberg,Referral,2023-07-18,Yearly,LaptopMaster,Electronics,Laptop,-45,2021-11-15,-2,5,Sea society opportunity relationship as yeah heart last.
1400,Ian Reed,150,F,South Joshua,Mismatched Country,5529103431600074,4209 Lewis Ford; Andreaberg; UT 63107,2022-03-16,2023-06-13,Active,14,High Value,Robertfurt,Referral,2023-07-06,Yearly,,Furniture,Table,-20,2020-09-14,1,4,Official expect serve evening.
912,Amy Thomas,150,F,South Jasonchester,Bolivia,5485776799620339,1790 Howell Heights; Spencertown; AL 48883,2023-04-19,2023-06-18,Active,3,Occasional Shopper,New Sergiotown,Organic Search,2023-06-28,Yearly,MegaPhone,Electronics,Phone,575,2020-11-10,-2,5,Must notice fine anyone arrive key.
491,Elizabeth Wells,4,F,Thomasbury,Turkey,2616236981652003,035 Kelly Mountain; Richardchester; RI 02088,2022-07-23,2023-07-16,Active,9,Frequent Shopper,Amberland,Organic Search,2023-07-18,Yearly,SpeakerMaster,Electronics,Speaker,-65,2022-07-28,3,4,Total police treatment operation.
953,James Nichols,150,M,Markberg,Barbados,2286452787436595,213 Alexandra Circle Apt. 857; Rogersport; NY 41171,2023-04-26,2023-05-12,Churned,13,High Value,East Catherinebury,Referral,2023-06-26,Yearly,The Art of Educational,Books,Educational,-11,2022-02-09,-5,4,Base language sell keep young collection success seven.
73,Kenneth Barton,89,M,East Jennifershire,Brunei Darussalam,2248093761352783,929 Pearson Point Apt. 757; South Hannahview; AK 90299,2022-03-04,2022-05-20,Churned,9,Frequent Shopper,North Stephanie,Referral,2023-05-26,Rarely,PantsWear,Clothing,Pants,556,2021-12-07,8,3,Act collection performance worker.
1252,Douglas Montgomery,13,F,Port Nicole,Vanuatu,2660579935075796,3794 Lawrence Crossing Suite 167; Wendyfurt; ME 71234,2022-12-07,2023-01-10,Churned,3,Occasional Shopper,Lambertmouth,Referral,2023-08-16,Yearly,SpeakerPro,Electronics,Speaker,-41,2021-10-24,1,4,Scene site second claim.
587,David Maddox,60,M,Anthonyburgh,Cyprus,2515025707725520,185 Ryan Forges; Brandonburgh; DE 28609,2022-07-29,2022-12-28,Churned,13,High Value,East Bettyville,Organic Search,2023-02-25,Yearly,ShirtWear,Clothing,Shirt,380,2023-05-02,4,3,Middle become sell responsibility understand article suggest.
750,Katherine Foster,1,F,West Theresastad,Sri Lanka,5379173165889533,72654 Justin Alley; Teresafort; FM 31521,2023-01-12,2023-01-22,Churned,14,High Value,Richardburgh,Paid Ads,2023-06-07,Yearly,ShirtGuide,Clothing,Shirt,369,2022-09-20,-4,2,Model difference red black half over school his.
657,Troy Carter,39,M,Chandlerport,Vietnam,5369539662600361,Unit 6761 Box 8975; DPO AA 61543,2022-07-08,2023-03-09,Churned,14,High Value,South Michelleside,Paid Ads,2023-08-02,Yearly,FreshBeverages,Grocery,Beverages,970,2023-08-02,-5,-1,Sea sea five operation.
842,Dawn Alvarado,150,F,Davismouth,Jordan,2492758539383475,4501 Rachel Station; New Jason; VA 41445,2023-05-17,2023-07-13,Active,4,Occasional Shopper,New Edwardfurt,Paid Ads,2023-08-10,Yearly,EducationalGuide,Books,Educational,-23,2022-10-28,9,6,Area question set compare unit.
234,Alexis Harris,83,M,North Matthew,Turkmenistan,2237440950301597,050 Bell River Suite 991; Kevinshire; AR 84054,2023-08-20,2023-08-24,Active,14,High Value,Adamsfurt,Paid Ads,2023-08-25,Monthly,ProShirt,Clothing,Shirt,-48,2021-05-29,-5,4,Phone natural assume into.
732,Kathryn Hamilton DVM,71,F,South Amberberg,Czech Republic,5218803193536129,073 Marcus Lodge; Carlamouth; MN 25117,2021-10-12,2022-12-03,Churned,14,High Value,South Chad,Organic Search,2023-05-07,Yearly,FreshSnacks,Grocery,Snacks,233,2023-04-26,6,5,Main assume term.
214,Brian Martinez,150,F,Marquezland,China,2250864831339769,07048 Newman View Suite 000; Pattersonville; IN 16068,2022-11-25,2023-02-16,Churned,7,Frequent Shopper,East Melissa,Referral,2023-05-06,Yearly,ProJacket,Clothing,Jacket,67,2022-05-09,-1,-1,Room security these address while different.
162,Donna Hodges,0,M,Craighaven,Guinea,5375265396056355,1975 Kiara Fork; East Aaron; GA 26290,2022-05-11,2023-04-15,Churned,14,High Value,Lake Ann,Referral,2023-05-19,Yearly,TastyBeverages,Grocery,Beverages,805,2021-08-27,2,2,Human carry after school blood business.
132,Jacob Eaton,5,F,Davidmouth,Ethiopia,2247861652964226,7095 Caleb Mountains; Virginiaburgh; FL 11239,2022-07-11,2022-11-18,Churned,10,Frequent Shopper,Kennethshire,Organic Search,2023-06-02,Yearly,BeveragesBurst,Grocery,Beverages,775,2021-02-19,0,3,Others live take six.
1311,Christopher Walker DDS,150,F,Ruthport,Sao Tome and Principe,2655839996690561,753 John Mill; Smithmouth; AK 52631,2022-09-26,2023-01-11,Churned,13,High Value,West Nicolemouth,Referral,2023-06-02,Yearly,VegetablesBurst,Grocery,Vegetables,-60,2021-05-10,2,-1,Foreign daughter another figure should head.
222,Derrick Howard,0,F,Chelseashire,Luxembourg,2450946003944522,41893 Jordan Isle Suite 113; North Cindy; IN 52798,2022-06-26,2023-08-01,Active,13,High Value,Riverahaven,Paid Ads,2023-08-13,Monthly,The Art of Fiction,Books,Fiction,692,2023-06-03,10,6,One official as conference tend late image financial.
1227,Lance Richard,3,F,Chadburgh,Panama,2283652272175227,859 Carter Mews Apt. 784; West Heather; KS 39855,2023-08-04,2023-08-13,Active,10,Frequent Shopper,Saraton,Paid Ads,2023-08-18,Monthly,TableDeluxe,Furniture,Table,734,2022-07-01,-5,-1,Responsibility determine by edge.
934,Molly Hoffman,3,F,Markfurt,Seychelles,5520004718230883,17726 Travis Centers; West Kennethstad; CT 11606,2021-09-19,2022-10-08,Churned,7,Frequent Shopper,New Mark,Organic Search,2023-05-12,Yearly,FictionGuide,Books,Fiction,-32,2021-07-13,-2,-1,Letter play suggest.
185,Kimberly Collins,-5,F,South Jessicaville,Costa Rica,2451227060875456,30526 Tucker Ports Suite 986; South Edward; WI 57185,2022-12-05,2023-05-14,Churned,6,Frequent Shopper,Kurtburgh,Paid Ads,2023-06-21,Yearly,UltraPhone,Electronics,Phone,-90,2020-12-30,1,-1,Huge analysis change computer later enter enjoy lot.
41,Marie Weber,-2,F,South Alisonville,Congo,2603258355593113,039 Moore Expressway Apt. 152; Patrickstad; MO 62074,2022-12-23,2023-04-06,Churned,8,Frequent Shopper,West Alexanderburgh,Referral,2023-07-06,Yearly,PhonePro,Electronics,Phone,561,2023-08-24,-4,6,Care space there wall or.
692,William Ritter,150,F,North Emilymouth,Singapore,2298664336138466,83683 Jessica Flat Suite 545; Port Ian; MI 25639,2022-08-17,2023-08-24,Active,15,High Value,Waynetown,Organic Search,2023-08-25,Monthly,LaptopPro,Electronics,Laptop,377,2023-07-01,7,6,Central skill financial on.
108,Heather Brown,150,F,Lake Angelicafurt,Denmark,2720256792760434,7260 Eugene Valleys; Greeneborough; CO 21834,2022-06-13,2022-10-29,Churned,15,High Value,Burgessmouth,Organic Search,2023-07-05,Yearly,EducationalTales,Books,Educational,972,2023-03-31,6,4,Option hit very.
38,Laura Wilson MD,150,M,Darinburgh,Philippines,2655856325320850,52359 Christopher Passage; Shaneberg; OH 39569,2023-03-13,2023-07-21,Active,1,Occasional Shopper,Port Juliebury,Paid Ads,2023-07-21,Yearly,LaptopPro,Electronics,Laptop,-80,2021-01-21,9,0,Effort fast community mother phone.
568,Jared Smith,5,F,Sheliamouth,Germany,2273256670984065,849 Connie Summit Apt. 735; South Becky; MN 11030,2022-10-03,2022-11-18,Churned,2,Occasional Shopper,Vangstad,Paid Ads,2023-03-09,Yearly,UltraSpeaker,Electronics,Speaker,-4,2020-10-21,-2,6,Really science Republican anyone expert reduce heavy.
994,David Ellison,3,M,Woodland,Grenada,2277973550467310,099 Brown Harbors Suite 425; Josephhaven; OK 85883,2021-11-09,2022-03-15,Churned,12,High Value,Allisontown,Referral,2022-03-25,Rarely,FreshSnacks,Grocery,Snacks,-65,2020-12-05,-1,6,Indicate out fire spend best bit develop.
1342,Joshua Shepherd,150,F,Wheelerfort,Cape Verde,2249616196386452,USCGC Baker; FPO AE 47368,2021-08-30,2023-07-26,Active,9,Frequent Shopper,South Allenberg,Paid Ads,2023-07-30,Yearly,TastyVegetables,Grocery,Vegetables,-98,2023-04-04,-2,1,Today anyone one if plan teach production.
1441,Jacob Morris,150,M,Mossport,Isle of Man,2706157588459553,51547 Todd Terrace Apt. 986; East Paulmouth; KS 25160,2022-02-22,2023-07-08,Active,3,Occasional Shopper,South Lynnmouth,Referral,2023-07-13,Yearly,EducationalTales,Books,Educational,-53,2021-09-08,0,1,Institution win none despite owner work choice race.
483,Mrs. Catherine Howard,60,F,Port Gabriel,Cambodia,2245581222920282,912 Rebecca Views; Brittanyside; DC 44113,2022-11-24,2023-08-09,Active,5,Occasional Shopper,East Brandonland,Referral,2023-08-10,Monthly,FreshVegetables,Grocery,Vegetables,-77,2022-04-30,-4,4,In once image easy yourself.
468,Sarah Le,48,M,Port Patricia,United States Minor Outlying Islands,2720952935710290,504 Kristi Crossing; South Annmouth; ME 15891,2023-05-24,2023-05-29,Active,1,Occasional Shopper,Millsmouth,Referral,2023-08-16,Yearly,TablePlus,Furniture,Table,15,2022-05-16,7,0,Prepare college pressure yeah quite decade.
890,Dominic Hughes,0,F,Geraldmouth,Cote d'Ivoire,2314664877290023,0004 Ashley Square; Davidborough; IA 28912,2022-06-10,2023-07-23,Active,10,Frequent Shopper,West Kelly,Referral,2023-08-20,Yearly,PhoneMaster,Electronics,Phone,-63,2022-02-05,4,2,Choice game new focus available.
947,Rebecca Walsh,150,M,South Jacob,Tajikistan,5578617282282567,827 Hurley Fork Suite 845; Garretthaven; PA 50965,2022-12-09,2022-12-17,Churned,13,High Value,Jeffreyfort,Referral,2022-12-20,Yearly,Non-fictionGuide,Books,Non-fiction,620,2021-03-28,3,3,Environment allow as simply several audience.
24,Ricardo Johnston,150,M,Lake Kimberly,Spain,2694395480935981,9576 Dana Burgs Suite 464; Port Vanessatown; MT 66440,2022-03-22,2023-01-20,Churned,6,Frequent Shopper,Cherylfort,Organic Search,2023-06-22,Yearly,LaptopMaster,Electronics,Laptop,466,2021-09-26,-1,2,Series write movement real skin bar sport big.
1009,Whitney Hurley,150,F,Jamesside,Azerbaijan,2266357037037610,000 Wendy Gateway Apt. 209; Harrisonport; SD 49684,2023-02-18,2023-06-06,Active,5,Occasional Shopper,Lake Michellemouth,Paid Ads,2023-06-08,Yearly,ProJacket,Clothing,Jacket,-54,2023-08-14,-5,-1,Adult within interview too agree.
1192,Carrie Wilson,34,F,South Stephen,Belarus,2225883978422545,66909 Yang Prairie; Barnestown; AS 54940,2023-02-24,2023-04-11,Churned,14,High Value,West Catherine,Paid Ads,2023-08-19,Yearly,PhonePro,Electronics,Phone,-68,2020-09-22,-2,-1,Beat travel open can.
68,Antonio Cox,63,F,Katherinefort,Equatorial Guinea,2414957688034344,0639 Herman Lodge; South Sheila; UT 92930,2022-10-12,2022-11-15,Churned,2,Occasional Shopper,Johnsonview,Organic Search,2023-03-06,Yearly,SofaDeluxe,Furniture,Sofa,998,2022-03-20,8,2,Office seem economy decide child any most.
884,Tammy Hurst,58,F,Hudsonstad,Korea,2239492869872372,3707 Abigail Creek Apt. 445; West Ariel; DE 30322,2023-07-10,2023-08-21,Active,9,Frequent Shopper,Allenside,Organic Search,2023-08-21,Monthly,FictionTales,Books,Fiction,75,2022-02-18,5,3,Door type face their toward through offer.
1354,Ashley Lewis,150,F,North Waynetown,Guernsey,2285385557867592,3032 Brianna Square; Leeland; PR 03550,2023-05-27,2023-08-19,Active,2,Occasional Shopper,North Luis,Referral,2023-08-21,Monthly,LaptopMaster,Electronics,Laptop,-88,2022-07-06,6,6,Indeed trial determine how already dinner air.
366,Linda Hendrix,-3,F,Rayfurt,Armenia,5182728028862543,213 Barker Trace; West Kimberlyborough; SD 21281,2022-07-24,2023-03-26,Churned,12,High Value,Anthonyville,Organic Search,2023-04-13,Yearly,TastySnacks,Grocery,Snacks,961,2022-12-14,1,5,Be might environment draw.
505,Katie Jones,150,F,Lake Jonathanberg,Netherlands Antilles,2567981339140107,5411 Kristi Locks; Jennifertown; AZ 34678,2022-09-17,2022-10-08,Churned,4,Occasional Shopper,North Travis,Referral,2022-11-18,Yearly,ProJacket,Clothing,Jacket,-23,2022-08-03,-2,5,Into whom foreign.
850,Rhonda Rivas,-5,F,Monroeberg,Solomon Islands,2226014294420331,Unit 0182 Box 2373; DPO AE 73754,2022-05-02,2023-05-05,Churned,6,Frequent Shopper,Ashleystad,Organic Search,2023-05-20,Yearly,MegaSpeaker,Electronics,Speaker,548,2023-03-26,4,6,Help place decade side technology catch.
1315,Tiffany Lawrence,5,F,East Jamesmouth,Vanuatu,5429351000809417,6994 Lewis Mountains Suite 850; Scottview; AR 49791,2022-01-22,2022-06-17,Churned,1,Occasional Shopper,Guzmanburgh,Referral,2022-10-17,Rarely,FreshBeverages,Grocery,Beverages,396,2020-12-15,1,4,Require guess manage but.
383,Jennifer Mendoza,19,M,Kevinborough,Cote d'Ivoire,5227835350551391,3421 Amber Fort Apt. 958; East Mariaborough; IA 71045,2023-06-06,2023-07-08,Active,6,Frequent Shopper,Jacobchester,Paid Ads,2023-08-23,Yearly,TableDeluxe,Furniture,Table,738,2020-09-21,-2,0,Want attention laugh stand father.
734,John Hayden,5,F,Angelafort,Hungary,5487141004975606,13948 Hayes Dam Suite 308; Davidmouth; DE 44075,2022-06-16,2022-09-07,Churned,4,Occasional Shopper,Andrewsville,Referral,2023-04-16,Yearly,PhoneMaster,Electronics,Phone,721,2020-09-20,2,4,Against leader blue.
717,Mary Sheppard,86,M,Payneside,Brazil,2292203176550575,98864 Vargas Lock; Oliviabury; DE 10220,2023-07-06,2023-07-25,Active,11,High Value,Angelamouth,Paid Ads,2023-08-02,Yearly,ChairPlus,Furniture,Chair,-67,2023-06-18,2,5,Send economy economic just others plan.
1335,William Ellis,150,F,New Marktown,Guatemala,2242467988588898,195 Amy Street Suite 665; West Ericaborough; WY 19037,2022-03-15,2022-11-09,Churned,8,Frequent Shopper,Josephfort,Paid Ads,2022-11-13,Yearly,TastyBeverages,Grocery,Beverages,266,2020-09-09,1,5,Nation writer address huge method together task.
454,Karen Chandler,24,M,Davidburgh,Thailand,2309906947057800,226 Compton Island; Nicholasview; AR 68039,2023-04-28,2023-06-21,Active,2,Occasional Shopper,West Maryshire,Referral,2023-08-20,Yearly,SofaDeluxe,Furniture,Sofa,202,2022-07-03,-3,4,Last alone fact consumer.
264,Matthew Allison,-5,M,Williamshaven,Bahamas,5553111020813171,USNV Martin; FPO AE 02369,2022-01-31,2023-05-30,Active,9,Frequent Shopper,North Roy,Organic Search,2023-08-08,Yearly,BeveragesBurst,Grocery,Beverages,983,2020-09-16,1,4,For evening kid way thing feeling news.
75,Janet Pearson,150,F,Brianhaven,Timor-Leste,2228489205412072,68954 Erica Flat; Davidberg; MI 47138,2021-10-10,2023-08-20,Active,5,Occasional Shopper,Perryland,Paid Ads,2023-08-23,Monthly,ChairPlus,Furniture,Chair,643,2021-10-06,8,4,Them leave amount reality especially kitchen national.
914,Michael Hernandez,0,M,North Amanda,Libyan Arab Jamahiriya,2294873676706212,7456 Jeremy Garden Apt. 397; Edwardside; MS 85635,2021-11-19,2023-07-30,Active,9,Frequent Shopper,Jasonland,Organic Search,2023-08-11,Monthly,MegaLaptop,Electronics,Laptop,-3,2022-02-27,8,6,Entire thus finish rest.
232,Derrick Brown,74,M,New Eric,Slovakia (Slovak Republic),2440510015762554,08750 Mckay Valleys Suite 525; Dennisfort; RI 79694,2023-03-26,2023-06-11,Active,5,Occasional Shopper,South Alan,Organic Search,2023-08-02,Yearly,Non-fictionGuide,Books,Non-fiction,-41,2023-07-03,9,-1,Theory free card group letter resource bring.
444,Kevin Howell,1,M,South Blakeport,Falkland Islands (Malvinas),2226856449751063,6846 Anthony Stravenue; South Zacharyborough; IN 27106,2022-04-28,2023-08-11,Active,4,Occasional Shopper,Alvaradotown,Referral,2023-08-20,Monthly,VegetablesBurst,Grocery,Vegetables,-22,2022-05-30,6,6,Line walk practice site agree station.
395,Joshua Novak,-1,M,South Peggy,Iraq,2690183239818136,PSC 3469; Box 3786; APO AP 56640,2022-05-19,2023-07-18,Active,12,High Value,South Adam,Organic Search,2023-08-21,Yearly,PantsWear,Clothing,Pants,442,2020-12-16,0,0,Brother success receive lot us both carry.
611,Thomas Palmer,150,M,New Michael,British Virgin Islands,2554749421376367,42822 Sherman Creek Suite 737; Port Michaelland; AS 79898,2023-07-24,2023-07-31,Active,14,High Value,South Zachary,Paid Ads,2023-08-24,Monthly,SnacksBurst,Grocery,Snacks,961,2021-04-29,-4,1,Exist notice keep sea per student.
176,Veronica Garcia,4,F,New Glenn,French Southern Territories,2260128267760239,650 Adam Circles Suite 580; New Deborah; AL 73577,2022-04-30,2022-10-16,Churned,10,Frequent Shopper,Mistyville,Referral,2022-10-16,Yearly,FictionGuide,Books,Fiction,-74,2021-05-08,-3,1,Manage travel program.
18,Andrea Freeman,17,F,Roweshire,Cyprus,5195243583158209,4789 Jensen Dale; East Hunter; UT 94647,2022-07-03,2022-09-22,Churned,5,Occasional Shopper,New Megan,Referral,2022-10-31,Yearly,The Art of Non-fiction,Books,Non-fiction,966,2022-04-01,-2,4,Bill technology sure president two set.
1310,Bryan Phillips,10,M,Port Sonyaborough,Afghanistan,2242979393496558,8505 Gilbert Forges Suite 981; Port Bobburgh; DE 79661,2023-05-02,2023-06-26,Active,12,High Value,Brendamouth,Referral,2023-06-28,Yearly,Non-fictionTales,Books,Non-fiction,-11,2023-03-30,2,5,Almost choose despite recent card near often.
1221,Seth Hill,150,F,Justinberg,Central African Republic,2283591795720509,303 Peggy Islands; New Monica; VA 06318,2023-02-15,2023-05-19,Churned,11,High Value,South Rogerside,Organic Search,2023-07-05,Yearly,ProJacket,Clothing,Jacket,-89,2023-01-19,-5,0,Under state speak start all.
341,Anne Garcia,-3,M,Clarkbury,Paraguay,2263047147513401,95306 Carter Plains Suite 317; Thompsonland; NY 12086,2022-04-07,2023-07-17,Active,7,Frequent Shopper,Michaelbury,Paid Ads,2023-08-22,Yearly,JacketWear,Clothing,Jacket,-64,2021-05-25,1,5,Region term ability dark look art discussion.
1347,Samuel Ramirez,150,F,Danielfort,India,2285934250594928,Unit 7317 Box 5772; DPO AP 94453,2022-07-10,2023-06-05,Active,14,High Value,East Michelefurt,Organic Search,2023-08-09,Yearly,VegetablesBurst,Grocery,Vegetables,-19,2021-04-22,-4,5,Everybody culture area reason.
879,Nicole Rodriguez,150,F,Lake Jonathan,New Zealand,2237481297157185,798 Christopher Estates; Austinmouth; DE 43502,2022-06-20,2022-11-21,Churned,12,High Value,North Christopher,Organic Search,2023-07-11,Yearly,The Art of Educational,Books,Educational,659,2022-12-29,7,2,Business yeah one happen kid way.
595,Kristen Bailey PhD,150,M,South Keith,Peru,2297426129673435,73767 Kathryn Meadows Apt. 692; West Michelle; TN 45517,2021-12-18,2022-09-21,Churned,12,High Value,Colemantown,Organic Search,2023-07-24,Yearly,The Art of Educational,Books,Educational,-1,2021-12-08,0,5,Thank recent peace situation.
61,Willie Carter,2,M,Navarrobury,Montenegro,2353419831186847,0498 Reynolds Glens Apt. 928; South Victoriachester; GU 88835,2021-12-07,2022-11-07,Churned,5,Occasional Shopper,Lake Robert,Referral,2023-07-01,Yearly,ShirtFits,Clothing,Shirt,-37,2023-03-19,8,-1,Win offer fund anything add perhaps personal.
1260,Daniel Hicks,51,M,Aaronside,Iraq,2244597066842656,Unit 3502 Box 0948; DPO AP 08930,2022-01-02,2022-01-12,Churned,9,Frequent Shopper,Port Hectorport,Paid Ads,2023-04-28,Rarely,,Books,Fiction,28,2021-12-03,6,1,Brother door bed rather.
272,David Pineda,-2,F,Kingport,Lao People's Democratic Republic,5492838033162568,49844 Lucas Summit; Julieberg; MN 13106,2022-07-02,2022-08-08,Churned,2,Occasional Shopper,New Melissa,Paid Ads,2022-09-02,Rarely,ShirtFits,Clothing,Shirt,-91,2022-09-22,9,1,Two tell pressure through.
1208,Kristen Smith,0,F,South Patriciaton,Botswana,5294521304095960,14951 Thornton Circle Apt. 668; Sanchezshire; IN 23040,2022-11-09,2023-04-01,Churned,11,High Value,Lake Justinmouth,Referral,2023-07-04,Yearly,ShirtFits,Clothing,Shirt,27,2022-08-03,6,3,Middle police whether decide fill eat world.
872,Pam Pena,150,M,Christinaborough,French Guiana,2569298365095487,09987 Lisa Drive; Roychester; HI 95296,2021-12-01,2021-12-02,Churned,8,Frequent Shopper,Williamshaven,Referral,2023-06-29,Rarely,ChairDeluxe,Furniture,Chair,-82,2023-02-01,10,5,Let sit own cost Mr.
1120,Philip May,150,F,West Brianfort,Mismatched Country,2250576235701416,769 Lawrence Ridges Apt. 265; Jaredchester; NJ 43927,2023-01-27,2023-06-19,Active,9,Frequent Shopper,Gonzalesville,Organic Search,2023-07-12,Yearly,,Furniture,Table,267,2022-10-17,-2,2,Information number high tree down majority.
1406,Brian Ingram,150,M,Barberfurt,Palau,2269842323880432,0056 Macias Well; New Charlesfort; LA 01904,2021-12-19,2022-12-07,Churned,5,Occasional Shopper,Lake Patricia,Paid Ads,2023-06-07,Yearly,Non-fictionTales,Books,Non-fiction,-66,2023-06-10,3,3,Inside seat yourself practice choose nation bed.
278,Carol Moore,4,M,Vaughanville,Macao,2270677148545563,024 Cook Lakes Suite 337; East Bethany; GU 55122,2023-07-09,2023-08-08,Active,15,High Value,Kevintown,Referral,2023-08-17,Monthly,FictionTales,Books,Fiction,665,2022-03-03,-3,1,Use how big.
36,Kelly Orozco,150,M,South Glendaberg,Kuwait,5104523961699282,246 Harmon Knoll Apt. 816; New Jacob; RI 02702,2022-12-01,2023-06-16,Active,9,Frequent Shopper,Port Daniel,Paid Ads,2023-08-18,Yearly,EducationalTales,Books,Educational,-34,2021-08-05,7,3,Green campaign toward do simple relationship American.
662,Melissa Lee,94,M,Port James,Finland,2480334502726282,56095 Nicholas Unions Suite 213; Haleymouth; SC 59836,2022-08-29,2023-04-14,Churned,6,Frequent Shopper,Lake Paul,Organic Search,2023-08-04,Yearly,SofaPlus,Furniture,Sofa,604,2023-01-02,-1,6,Low exactly before threat difficult.
1351,Richard Clarke,150,F,Wilsonville,Togo,2255824137546744,7159 Tyler Cove Apt. 455; West Deborahview; MT 26892,2023-08-25,2023-08-25,Active,4,Occasional Shopper,New Cherylhaven,Paid Ads,2023-08-25,Monthly,FictionTales,Books,Fiction,589,2020-09-12,1,4,Agreement open cell arm care much.
1089,Justin Olsen,150,M,Clarkville,Niger,2704853774147562,6259 Garrett Forge Suite 364; Oconnorborough; WV 40503,2023-06-12,2023-08-12,Active,14,High Value,South Matthewtown,Organic Search,2023-08-21,Monthly,UltraLaptop,Electronics,Laptop,325,2020-12-13,-1,6,Baby discover land including sell sometimes whatever.
977,Heather Wells,150,F,East Michaelport,United States Virgin Islands,2295698997381885,1971 Khan Underpass; South Sharon; MH 89947,2022-01-01,2023-05-22,Churned,4,Occasional Shopper,West Joel,Paid Ads,2023-07-14,Yearly,PhoneMaster,Electronics,Phone,-27,2021-11-03,-1,5,Population country we reduce war level evening near.
738,Cynthia Martinez,5,M,East Eugenestad,French Polynesia,2244890701488377,USCGC Brennan; FPO AA 83470,2022-04-09,2023-01-18,Churned,6,Frequent Shopper,Gordonport,Organic Search,2023-05-23,Yearly,SpeakerPro,Electronics,Speaker,292,2023-06-21,-3,1,Ball become happy party describe provide.
191,Daniel Baker,150,F,Perryside,Bhutan,2714269916303674,87471 Sheila Bridge; East Jamie; ME 17330,2023-04-12,2023-08-11,Active,1,Occasional Shopper,Blackburnland,Referral,2023-08-12,Monthly,ChairDeluxe,Furniture,Chair,-78,2022-12-26,3,4,Without prepare public admit tonight fast.
919,Jeanne Smith,150,F,New Bruceborough,Jersey,2568560947502707,88697 Michael Green; Lake Joshuamouth; OR 14278,2021-09-19,2022-10-31,Churned,10,Frequent Shopper,South Joseshire,Referral,2023-05-13,Yearly,TableDeluxe,Furniture,Table,-1,2020-10-17,0,3,Write teacher and edge.
